global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
1042.6247414651302	-3.025869370316741	1087066.3515152296	9.155885446221031	1108.0211973248106	9.56954808090677	91.57625047278646	1227710.9737211068	981.7213546453738	-0.3508014753754196	963776.8181667478	0.1230616751255711	998.423019264203	823.3545089691324	1.278211	20.247929	0.0859083157312339	0.0382493827138987	-0.1516058844	0.0608219024	-0.1416007993	0.0709907524	-0.0517999941	-0.1413109259	0.1527080198	0.0006188791	-0.133557248	0.0594858571	0.0075689031	0.1528617476	-0.0380944527	-0.1679943658	-0.0126756917	-0.0022431808	-0.0606724231	-0.0485886443	-0.0473437163	0.126107638	-0.004907755	0.0492780948	-0.0944796462	0.1068052328	0.1281218064	-0.0381994388	0.0497391439	0.1125447531	-0.018100767	-0.0816371972	0.0413624546	0.0068713985	0.030620045	0.0469643558	0.0320632728	0.0097241623	-0.1548481795	0.1961819316	-0.0678300236	-0.0551096806	-0.0691186712	-0.0221915117	-0.0490492072	-0.0586928352	0.0632388733	0.0829093297	-0.0687934213	0.0999055693	-0.1430420791	-0.0899865507	-0.1639618215	0.0032163348	0.0800858774	-0.0736111206	0.0020807017	-0.1088779538	-0.0270706742	-0.0615386261	-0.1044392332	-0.0812025915	-0.1255462929	0.0004365946	0.1796203754	-0.0838860891	0.0362983755	-0.0264552214	-0.0046211958	0.058916785	0.0679075369	0.0179807603	0.1027840368	0.0640056579	0.0214382572	-0.0192919671	-0.0050732263	-0.0289554403	0.0960373673	0.0398875749	-0.0308551592	-0.1008191263	-0.1488343137	-0.0545535998	0.1045571946	-0.1383848034	0.0330244781	-0.0203851976	0.0755356605	-0.0779162982	-0.120637327	0.1066768081	-0.1139077885	-0.0183380262	0.0626466518	-0.0790916065	0.0411963795	0.1077838764	-0.027434371	0.0882283746	0.0973931511	0.0428641098	-0.0664956502	-0.0841682565	-0.1466111788	0.1273701173	-0.008292601	-0.1537683443	-0.1062431335	0.1054279714	0.0430942802	-0.0350428114	-0.1003291122	0.036716283634874	0.0102201629377277	0.0013480854839565	0.0001044517304737	0.0583760293904163	-0.0083654181166679	6.998022026667558e-05	0.0034077608073907	0.0877929020186343	-0.0213327603891997	0.0077075936448535	0.000455086665823	0.000498014351399	-0.0003980125434238	1.5841398472276186e-07	2.480182941993667e-07	-0.0001489519736954	0.0004220057334681	2.218669046775513e-08	1.7808883907994908e-07	0.00019303699503	9.978120886077371e-05	3.726328145021224e-08	9.956289641717348e-09	0.0
1041.0747529519822	-1.5499885131480369	1083836.6412340307	2.402464390890862	1096.818140480735	-11.20305684407549	125.50848265158668	1203010.0332876176	979.3099459180644	-2.411408727309436	959047.9701740422	5.814892050144112	995.8596989864976	821.4838290328372	1.14493	18.136658	0.0649009106516128	0.0380951798081232	-0.0251732224	-0.0368279078	-0.2465924012	0.0234393187	0.0716044462	0.0411847011	0.2119939278	0.1353723466	-0.0415191002	0.0522424654	-0.050160542	-0.0170089565	0.0452066631	-0.2712516477	0.083095456	0.1475688307	-0.0373189465	-0.0364188427	-0.0004062363	0.1400650264	0.0096006979	-0.1077932244	0.00227343	0.0171764861	-0.0210039281	0.0508589781	0.0533134669	0.1891720145	-0.0034414707	0.0050289744	0.0266993868	0.0608365546	0.0152000708	0.0302723352	0.2037282395	0.0874347446	0.0031001457	-0.0103042555	0.0525864094	0.0075186172	0.1022313515	0.0189667352	-0.0442452132	-0.0418316362	-0.1872350805	-0.0205609265	-0.0288332765	-0.0432683606	0.0178665488	-0.2254954059	-0.0852486119	-0.1601601087	-0.0384838152	-0.0616527212	-0.0989234794	-0.1233001947	0.0187745048	-0.0660172306	-0.0792775231	-0.0292301661	0.008850811	-0.1220566997	0.1607620546	0.0326032388	0.0861529718	-0.0545364557	0.051441376	0.0545356419	0.0009960364	-0.0162787673	-0.0355269562	-0.0744061728	-0.0015683441	0.0841356987	0.0158507285	0.059034595	0.0904113328	0.1102209963	-0.0094571685	0.0841077758	-0.0060627093	0.070298699	0.0850324416	-0.1635079925	-0.0357502793	0.046057065	0.01775705	0.0955478305	-0.1750752053	0.1318402674	-0.1979195531	0.0157657351	0.0517756107	-0.0197520486	0.0328798473	0.1392531689	0.0298574214	0.0128587905	-0.1645764925	0.0978214838	-0.0850864193	-0.1375409069	0.0271306331	-0.0235186376	-0.0614963062	0.0211317141	0.0287749005	0.1034414224	0.0366662233	-0.0446835199	-0.1082719048	0.0367827728105396	6.648917566559609e-05	0.0013529723756317	4.4208104806904955e-09	0.0746985549232164	0.0163225255328001	0.0002664248397689	0.0055798741076167	0.1210551796203276	0.0332622776016933	0.0146543565129097	0.0011063791112521	0.0007030066797759	0.0002049923283768	4.2021854693382796e-08	4.942183918095348e-07	-0.0001489674199151	-1.544621969998966e-08	2.219129219616173e-08	2.385857030203486e-16	9.305240279752396e-05	-9.998459223247604e-05	8.658749666392646e-09	9.996918683894506e-09	0.0
1040.4751845971537	-0.5995683548285342	1082588.609762481	0.3594822121117951	1091.5923510002367	-5.225789480498406	27.308875694487803	1191573.860762224	978.0795642927582	-1.2303816253062223	956639.6340871116	1.5138389438911812	996.1447940926088	817.5229753296951	1.151125	18.234787	0.0572077595453563	0.0270045658100256	0.1045779444	0.127366393	-0.2053451262	-0.0006299932	0.2248134333	4.92091e-05	0.1318563188	0.1288072897	-0.0156957457	0.0098021994	0.0295090639	-0.2424658628	0.0466350304	-0.1223707979	-0.0506733226	0.148114169	0.1081274115	0.0207705162	-0.0226687235	0.0885286391	0.0421669614	-0.159566521	-0.1189989698	-0.0003144094	0.028301049	-0.1315808111	0.0713382448	-0.1088155582	0.0727792338	-0.1722668621	-0.0442762902	0.0045943094	-0.1214196007	0.0851631783	0.0524332289	0.1178355566	-0.1425151929	0.1076088127	-0.0572776917	0.0960381917	-0.0594980679	0.1817159435	0.1295530967	0.0058993109	-0.0145502047	-0.0809804591	-0.0132139969	0.0979154223	0.1958762544	-0.1356124656	-0.0491702638	0.0200025712	-0.1638899937	-0.0964479943	0.0874208607	0.0304335568	-0.0771964869	-0.053419966	-0.0295970721	-0.1328080633	-0.014704601	-0.1161368068	0.1758070439	0.1274499013	-0.0239683832	-0.0239321393	-0.0745718717	0.0151742015	0.0924310641	-0.0328734498	0.013044202	-0.0907583267	-0.1025477807	-0.1087905779	-0.0884817431	0.1304239825	0.0071628416	-0.0031357792	-0.1814032443	0.2256118218	-0.1017320946	-0.0030222983	-0.0899232345	-0.1736764873	-0.0594476416	0.1014140463	-0.1861927351	0.0215075409	-0.0543626281	0.0365634351	-0.1494578693	0.0336031034	-0.0652157729	-0.0682857348	-0.0525781714	0.1660644308	0.1110498817	-0.0334241793	-0.1255618461	0.1492689813	-0.2235532381	-0.0863376048	0.0598862909	0.0355480626	-0.1112765832	-0.0220368124	0.0493174301	0.1013839798	0.0301376669	-0.0540487397	-0.1150284477	0.0194190334284911	-0.0173637393820485	0.0003770988592968	0.0003014994453277	0.0878333714617127	0.0131348165384962	0.0001725234054999	0.0077147011423312	0.1316619356870489	0.0106067560667213	0.0173348653088606	0.0001125032742589	0.0009430109396782	0.0002400042599023	5.7602044771250785e-08	8.892696323527619e-07	-0.0002309557486233	-8.19883287082e-05	5.334055782214893e-08	6.722086044363852e-09	9.310876534882895e-05	5.6362551304991364e-08	8.66924218478329e-09	3.176737189607784e-15	0.0
1043.0952032412536	2.6200186440999005	1088047.603024912	6.864497695431081	1100.1541738799124	8.561822879675674	73.30481102293786	1210339.2063053926	980.283238848518	2.2036745557597897	960955.2283673404	4.856181547703106	998.1944017750068	817.1084419624875	1.240686	19.653511	0.1311814087146749	0.0837387635413007	-0.0596655627	0.1266175405	-0.0907748375	-0.0793631449	0.1298226743	-0.1542717762	0.1047578252	-0.0433482398	0.0505734135	-0.1107137201	-0.1340744989	-0.0769437571	-0.1079707901	0.0794377961	-0.2074271519	-0.0044452867	0.1164310997	-0.0652788655	0.0148734511	0.1335877586	-0.1698614725	-0.0619956315	-0.1584038214	-0.0190440529	-0.0173213444	-0.1253403532	-0.064307952	-0.0313100206	0.0757696106	-0.0185157921	0.0467027202	-0.1096747101	0.051651537	0.0140715275	-0.0508664945	-0.0063426627	0.0317067398	0.0428865283	0.0672668568	-0.0219062198	0.1491367302	-0.0780275338	-0.0751905841	0.0508987111	-0.0374817003	0.154771785	-0.1903698818	-0.0564080769	0.042716775	0.051887763	-0.0822651713	0.2121790797	-0.112712838	-0.0695495156	0.021416529	-0.0063512804	0.0077934556	-0.0122296692	-0.1622711853	-0.0020180287	0.0397000976	0.0072794349	-0.0686632633	-0.0444487638	-0.0613189856	0.1926362078	-0.010756701	-0.0716669137	0.0586631995	0.0179117674	-0.0273672046	0.1048896311	-0.2101156346	-0.0518697227	-0.0285978072	-0.0214549205	-0.0946759632	0.0586764004	-0.0277611095	-0.0458033996	-0.0695061123	-0.0269411821	-0.0332326905	-0.0710556026	0.1321544458	0.0582518169	-0.0360219938	-0.1515560754	0.0277521614	-0.0670958185	-0.1894286419	0.0096765034	-0.0039428594	-0.0955796691	0.0275483622	-0.0489888447	0.0583978474	-0.0570063159	-0.1012726868	-0.0078123889	-0.0883424997	-0.010794646	0.0236450127	0.0296411413	-0.0962512365	0.0171691372	0.048736706	0.0992570537	0.0235265052	-0.063080731	-0.1205247148	0.0367788569262472	0.0173598234977561	0.0013526843168013	0.0003013634718732	0.0561127836065935	-0.0317205878551192	0.0010061956938743	0.0031486444840803	0.0561131281118036	-0.0755488075752452	0.0031486831464916	0.0057076223260414	0.0008940071083952	-4.9003831283000055e-05	2.401375480412735e-09	7.992487098611468e-07	-0.0001489580662357	8.199768238759998e-05	2.218850549667919e-08	6.723619916937724e-09	9.306648328834183e-05	-4.228206048711948e-08	8.661370311659211e-09	1.7877726390364302e-15	0.0
1045.5209115742182	2.425708332964632	1093113.976538984	5.884060916614055	1110.5714701334634	10.417296253551058	108.5200612342489	1233368.9902744023	981.3775233848422	1.0942845363242668	963101.8434049664	1.1974586464384156	999.0434280721704	831.9443881543309	1.089704	17.261831	0.035366605470859	0.0228183015017685	-0.0831098533	-0.0301274707	-0.1105089368	0.0325750212	-0.0408679138	0.0059269977	0.1251149585	-0.1281696913	0.0732303387	0.030958744	-0.09287855	0.0394140374	0.0162518092	0.0615962273	-0.0890266704	-0.0361838637	0.0407220839	-0.1440062094	0.0336019648	0.013166401	-0.2147971972	-0.0039237502	-0.0632748282	0.0292345929	-0.045614335	0.0424951298	-0.1519646559	0.1085480716	0.0498748685	-0.0785166871	0.0642904978	0.0022348121	-0.0243435551	-0.0273200694	0.0849285061	-0.0206276172	0.0461267869	0.2286054625	-0.06566743	0.2324862195	-0.0940182057	-0.0870066253	0.0259331199	0.0309738552	0.1837981261	0.056974391	0.0367723117	-0.0743184213	-0.0703193802	0.0154483215	0.0641875564	0.1296060319	0.0188047335	-0.1747148621	-0.067311058	-0.0759282147	0.0638258596	-0.098348514	-0.0921023904	-0.0226943814	-0.1049355336	0.1005445188	0.0051956654	-0.1871060046	-0.1376540915	0.0202292294	-0.0106006134	0.0274206647	0.0027039621	-0.0424649745	0.0477875878	-0.1169445768	-0.0303317532	0.0391960927	-0.0359575686	-0.0754036622	-0.0544296135	0.1131472926	-0.1608503747	-0.0170519046	0.0302466616	0.0029911907	-0.0691706837	-0.0885871809	0.1505221787	0.0931113123	0.0550067073	-0.0630630461	0.0083472519	0.0573727869	-0.2025658224	0.0505541045	0.0223000874	-0.0845412472	0.098160901	0.0843809498	0.0966034901	-0.0800957243	-0.0413971309	0.0666789913	-0.0285631568	0.0066015683	0.0712555347	-0.119507351	0.0177336905	-0.0509262348	-0.0336318239	0.0970621018	0.016850859	-0.0717238087	-0.124700488	0.0367828064648563	3.9495386090979134e-06	0.001352974851431	1.559885522475508e-11	0.0505270059827154	-0.005585777623878	3.1200911663417216e-05	0.0025529783335773	0.0722883091662254	0.0161751810544218	0.0052255996421117	0.0002616364821433	0.000622006352713	-0.0002720007556822	7.398441109168784e-08	3.86891902815329e-07	-0.000148971112035	-1.3045799299995706e-08	2.2192392220944525e-08	1.7019287937576843e-16	9.304633969084186e-05	-2.0143597499969345e-08	8.657621329863533e-09	4.057645202407711e-16	0.0
1045.2975602600422	-0.2233513141759431	1092646.9894855963	0.0498858095441208	1102.0475294633345	-8.523940670128923	72.65756454787791	1214508.7571962392	981.0217921836704	-0.3557312011718068	962403.7567392606	0.1265446874871364	998.1058581028302	833.1924816961314	1.091531	17.29077	0.0750931827235633	0.0495791000875094	0.0619543124	-0.1022439949	-0.0896213521	0.0571589713	0.0440555762	0.1109404318	0.1159561192	0.0126787392	0.0610437259	0.1020233425	-0.0027579684	-0.0088063723	0.1524003164	-0.0484567768	0.0318064986	0.0023778768	0.1850596418	-0.1343723067	0.0835169516	-0.0556340076	-0.0204654686	-0.0729307155	0.0679791203	0.0045505076	0.1619105114	-0.0249036754	-0.0235900275	-0.0454462939	0.0590037659	-0.1224061744	-0.0900499776	-0.0203152257	-0.0230286967	-0.0599373129	-0.0287900586	-0.0602121499	0.0627239419	-0.0252966596	0.2219751197	-0.0240830769	-0.0341889469	0.0823689359	-0.0930969602	0.0514669041	-0.0313741782	0.1147754365	-0.0295595622	0.0731070489	0.0372659406	-0.083410345	0.1066007653	0.0205842733	0.0686237987	-0.1593249396	-0.0954704782	0.0724101119	0.095610653	0.0509881939	-0.0361827117	-0.0550779993	0.0932205453	0.0289788031	0.0757069772	-0.0178176623	-0.0498729457	-0.0937725276	-0.1146136161	0.0179232615	-0.0220100935	0.0897850328	-0.0433078135	0.0910951048	-0.1516760479	-0.0084003252	-0.1630251186	0.091190446	0.0464646559	-0.1127367854	0.1756718975	0.0209638416	0.0370983309	0.04130718	0.0056069054	-0.0345631541	0.1527910303	0.0130142783	0.0375640706	0.1062840618	-0.056833245	0.0181827515	-0.1445227756	0.0623815875	0.079884121	0.0269578605	0.0463438433	-0.0607360142	0.0689733028	0.039293328	-0.0070073029	-0.0290269691	0.0165472069	0.1092027064	-0.0819460197	-0.0412564471	0.0028811859	-0.1791169152	0.0583259077	0.0948006283	0.0101290257	-0.0799246852	-0.1275100165	0.0367787752147847	-4.031250071603876e-06	0.0013526783062996	1.6250977139806252e-11	0.0325708440789753	-0.0179561619037401	0.0003224237503133	0.0010608598840169	0.0297071134219351	-0.0425811957442903	0.0008825125878637	0.0018131582310135	0.000913007111531	0.000291000758818	8.468144163265182e-08	8.335819857061799e-07	-0.0001489576731477	1.3438887299998616e-08	2.2188388389577026e-08	1.8060369186206403e-16	9.3068018494769e-05	2.16788039271356e-08	8.661656066542665e-09	4.699705397111901e-16	0.0
1047.34940876808	2.051848508037665	1096940.7840468464	4.210082299936391	1103.065728667288	1.0181992039536	1.0367296189317443	1216754.0017602954	980.4894489961512	-0.5323431875192455	961359.559592776	0.2833892692981505	998.3633135072976	841.0479294450593	1.135818	17.99231	0.057389222712542	0.0303466320519055	0.1478218916	0.0031491302	-0.0063586098	0.099336007	0.0867794958	0.0364666558	-0.0231430783	0.0932010513	0.0966703015	0.1308735793	0.0116891685	-0.125220273	-0.0275806733	-0.0726460926	0.1316372547	-0.0200184476	0.0545109092	0.0395621203	0.1777112225	-0.1294226434	-0.0427355148	0.0549810673	-0.0529938828	-0.038600334	-0.1742513041	0.0206770959	0.070348545	0.1071396268	-0.0517274115	-0.0287788471	0.0819530854	-0.0664210049	0.0021969413	-0.093172611	0.1012053995	-0.0820173431	0.0634575604	0.0234603315	0.0668726	-0.0007495904	0.0328182613	0.2442265429	-0.0417874253	0.0120259946	0.0055194708	-0.0426716012	0.0675596869	0.0525004639	0.132466622	-0.0067823614	0.0199817677	-0.1083678672	0.0582338398	-0.0288911069	-0.0563989731	0.0099822863	0.1304376685	-0.1284261395	0.0068627105	0.06863566	-0.0158507118	0.0193902596	0.0392097415	0.0405670918	-0.117433958	0.1004139997	0.0959831592	-0.0869953489	-0.081278412	-0.1495374644	-0.04191745	-0.0550926839	-0.1049751105	0.1202893877	-0.1310319178	0.0538205775	0.0177097992	0.0425508809	0.0352276927	-0.0369815844	0.0300187932	-0.0025407702	0.0405220641	-0.0356782851	0.0499963366	-0.1268456875	-0.0911344428	0.1677496131	-0.0220461846	0.0121186113	-0.0475195339	-0.0729798548	0.083511075	0.0283724122	-0.0084218166	0.0066554677	0.1441291638	0.1195490228	0.0698652934	-0.0506043171	0.0656753215	-0.0059689053	0.024537198	0.1000775772	0.0774766773	-0.1092674733	-0.0792875502	0.0924741833	0.0033794295	-0.0876327994	-0.1289225186	0.0241500304157398	-0.0126287447990448	0.0005832239690811	0.0001594851951994	0.0328336882555362	0.0002628441765609	6.908706115197915e-08	0.0010780510844617	0.0081929691770454	-0.0215141442448897	6.712474393601598e-05	0.0004628584025899	0.0011550224445503	0.0002420153330192	5.857142141644264e-08	1.334076847414951e-06	-0.0001483209650436	6.36708104099999e-07	2.1999108671464814e-08	4.053972098266151e-13	0.0003100857672123	0.0002170177487175	9.615318302764073e-08	4.709670325842544e-08	0.0
1047.67867826127	0.3292694931901678	1097630.612883282	0.10841839914571	1104.6221566864938	1.5564280192056683	2.4224681789684808	1220190.1090427209	981.8118575750613	1.3224085789100857	963954.5236749924	1.7487644495749917	999.9280182935846	839.0747364863793	1.166572	18.479486	0.0345661785599711	0.0200991559753747	0.0479016048	0.1394027663	0.0609654333	0.10008874	0.1068466094	-0.0711507108	-0.1194505693	0.0278270432	-0.0298286975	0.1002091048	0.050527656	-0.0443261312	-0.1462597387	-0.0128867911	0.0428485433	-0.1402187263	0.0683644844	-0.0995080878	-0.0622266234	0.1796235881	0.1856875402	0.1039872839	0.1277408098	0.1742228626	-0.1238864191	-0.0321047867	0.1165746422	-0.0281359521	-0.1057912305	-0.1358984094	0.1363994732	-0.0981942322	0.1300479011	0.016397975	-0.2024568603	-0.0036037008	-0.0391581439	-0.2413970835	0.0223749481	0.0249895052	-0.1196654719	-0.0323438118	0.0495280661	0.0450265985	-0.1155058476	0.0024802449	-0.0271442114	-0.0817423161	0.0936080657	0.0805703093	-0.1256436813	-0.0191632649	0.1234497441	-0.0541920842	0.0534581792	0.1346038117	-0.0844310636	-0.011450298	-0.1468350216	0.0747032784	-0.1321552916	0.0976403481	-0.0208072464	-0.000918748	0.2372238265	0.0044322382	0.2482635438	0.091481153	0.0701139556	0.0829993216	0.1753973325	0.0024859349	-0.0304853284	0.0345596916	0.0860015452	0.072971661	-0.0994906355	-0.2784013887	0.0821941939	0.0839517948	-0.0388816009	-0.1085649245	-0.104723086	-0.0659298924	0.0189829144	-0.1483620029	-0.0742328217	-0.0515722318	0.0338522498	-0.001930997	0.0149165423	-0.1033087376	-0.0048138738	0.0589586514	0.0497301417	-0.1060696498	-0.0632824202	0.1213885992	0.0871151505	0.1244804681	-0.0905622579	0.1020648274	-0.0779046226	0.0526393695	0.007516103	-0.1925572345	0.0775336516	0.090084361	-0.0033794295	-0.0948006283	-0.1289225186	0.0229857576933483	-0.0011642727223914	0.0005283450567373	1.3555309721049106e-06	0.0402006187961632	0.0073669305406269	5.427166559042275e-05	0.0016160897515944	0.0233458900639078	0.0151529208868624	0.000545030582876	0.0002296110114035	0.0011550064331033	-1.6011446999850132e-08	2.5636643502900983e-16	1.334039860510008e-06	-0.0001489463206483	-6.253556046999849e-07	2.2185006434666195e-08	3.910696323296838e-13	9.3086046062195e-05	-0.0002169997211501	8.66501197149309e-09	4.7088878979223344e-08	0.0
1047.770945997136	0.0922677358660166	1097823.9552757335	0.008513335081841	1108.8854799212831	4.263323234789368	18.17592500429488	1229627.0075802545	982.2422505696616	0.4303929946003109	964799.8388041538	0.1852381298010232	999.360549473706	839.0075459012302	1.054785	16.708685	0.0540635706444539	0.0332742577950317	-0.097042461	0.0849442551	0.073371432	0.0919794629	-0.0008264512	-0.1921764853	-0.0178921012	0.1111548761	0.0070083459	0.0743492833	0.0544718717	0.0848752212	-0.1188961585	-0.1073922596	0.0415006807	-0.0235325708	-0.0668637843	-0.1163244473	0.0156955496	0.120206149	0.0139637901	0.113756099	-0.0385544822	-0.0972632427	-0.0973959485	0.054270755	0.0837637528	0.1272285802	0.0388947767	0.0895905465	-0.0401111495	-0.0195946859	-0.0291878716	-0.0223100856	-0.2061286747	0.121241081	-0.1854933641	0.0116809722	-0.0797253115	-0.0581517802	0.0134601703	0.0399221341	0.0270393573	0.1140799066	0.0388407326	0.0138611531	0.1263317057	0.0210667332	-0.0390965441	0.0140274699	-0.1932834517	-0.0536752215	0.0787407081	-0.007793822	0.0057417908	-0.0439649197	-0.0366541268	-0.0620189823	-0.186555161	0.0505356982	0.1268984306	0.0812527114	-0.0466887786	-0.0858793987	-0.0636172111	-0.0648481451	0.0869337797	-0.1056244854	-0.0293213765	0.0759047792	0.0475780054	-0.0583219996	0.1370213851	-0.0120019454	0.0484896085	-0.1304223952	0.0808563135	-0.0172047609	0.0840484855	0.0104744596	-0.0518660712	-0.2380594014	-0.0887219619	-0.0492010908	-0.0236662628	-0.1198157338	0.060737824	-0.0684205793	0.0047772285	0.0474929935	0.0481808992	-0.0343305703	0.1052947595	0.0206883214	-0.1458564183	-0.0604227826	0.0732232356	-0.0163902818	-0.0857286499	-0.0264108599	0.0397479656	0.0522132729	-0.0602216064	0.0270064465	0.1419608926	-0.1186565233	-0.0171542316	0.0876327994	-0.0101290257	-0.1013839798	-0.1275100165	0.0205552054627702	-0.0024305522305781	0.0004225164716166	5.907584145568181e-06	0.0429837073821346	0.0027830885859713	7.745582077364283e-06	0.0018475991003129	0.0039865316628606	-0.0193593584010472	1.5892434698990104e-05	0.0003747847577001	0.0010899821835679	-6.502424953540005e-05	4.228153027641974e-09	1.1880611604954472e-06	0.0003750505508122	0.0005239968714605	1.406629156645346e-07	2.7457272130039174e-07	9.229573852094942e-05	-7.903075412455871e-07	8.518503349127466e-09	6.245860097496454e-13	0.0
1048.1106667630756	0.3397207659395462	1098535.969782539	0.1154101988105519	1121.3722707112631	12.486790789979976	155.9199442327288	1257475.7695201344	981.9339659447764	-0.3082846248851183	964194.3134760374	0.0950394099405581	999.7228946821708	838.4267740578487	1.041556	16.499113	0.0615105438412731	0.0358633477901702	-0.1392320647	-0.0186955574	-0.0010930628	0.0481576424	-0.1369127924	-0.0859475862	0.0475241767	0.0830913024	-0.0577556383	-0.0256960484	-0.0198932388	0.1105085389	-0.0542409621	-0.0700036457	0.022320769	-0.0204709252	-0.0512537676	0.0915692323	-0.1493566221	-0.0752559542	-0.1256909411	-0.0790424801	-0.0290529577	0.0433145887	-0.0219420019	-0.0447424813	-0.0838522955	-0.1689759496	0.0949913461	0.1662641191	-0.0832691528	-0.0057371336	-0.0209807163	-0.1346618288	-0.0154281644	0.0762515303	-0.0354480755	0.0873999162	-0.1218912981	0.1395726062	-0.0754553689	-0.0303277221	0.0577324061	0.0507245442	-0.1386312809	0.1247156599	0.0677809558	-0.0731103122	-0.1231267236	-0.0137733379	-0.0803779223	-0.0812944482	-0.0340798051	0.0124931032	0.0329747984	-0.0887150931	-0.0023551613	0.1467802309	0.1365479191	0.0370924848	-0.0524819407	-0.0754274361	-0.0678787643	-0.1080714819	-0.013198737	0.1145131144	-0.0937401062	-0.0286479314	0.0804627355	-0.0953613881	-0.1758488662	0.0454428679	-0.0193736967	-0.0911722818	-0.0542457193	-0.0954237015	0.0549078134	0.0614212586	-0.166101545	0.0501307073	-0.0239307747	0.074062765	-0.131204597	-0.0502687375	-0.1198940357	0.0391374215	0.1278193212	-0.0234982361	0.0393638555	0.0155274083	0.0343927119	-0.0352522983	-0.0212876896	0.0573906411	-0.027551309	0.0455849767	0.06457176	-0.0030045964	0.0707271154	5.7059e-06	0.0472967388	-0.04200133	0.051680781	-0.0853672446	0.1082308812	-0.0279971656	0.0273154611	0.0851211787	-0.016850859	-0.1073422654	-0.124700488	0.0206508296678151	9.56242050449002e-05	0.0004264567659691	9.143988590469121e-09	0.0406444719963445	-0.00233923538579	5.472022190132541e-06	0.0016519731038616	0.0214758734287698	0.0174893417659092	0.0004612131395285	0.0003058770754047	0.0007070034994651	-0.0003829786841028	1.4667267247711225e-07	4.998539482558976e-07	-7.296745189888654e-05	-0.000448018002711	5.3242490366163205e-09	2.0072013075323112e-07	9.302590139764135e-05	7.301628766919393e-07	8.653818330843692e-09	5.331378264990482e-13	0.0
